E_minus_EF_eV,energia_meV,DOS_electronica
16.078,16078.0,0.3563990795935857
16.128,16128.0,0.331556861325779
16.178,16178.0,0.3036348351627156
16.227999999999998,16227.999999999998,0.2788760534963689
16.278,16277.999999999998,0.2525774877836458
16.328,16328.0,0.2276993211246537
16.378,16378.0,0.2077216486728706
16.428,16428.0,0.1863105953960787
16.477999999999998,16477.999999999996,0.1702681299878074
16.528,16528.0,0.1584375927681129
16.578,16578.0,0.1520067757395582
16.628,16628.0,0.1513028179834369
16.678,16678.0,0.1573090792089944
16.727999999999998,16727.999999999996,0.1673853008047375
16.778,16778.0,0.1825918739236147
16.828,16828.0,0.1988032256988495
16.878,16878.0,0.2102761470387288
16.928,16928.0,0.213423595449605
16.977999999999998,16977.999999999996,0.2070665887761601
17.028,17028.0,0.1901760430600982
17.078,17078.0,0.167291334083477
17.128,17128.0,0.1418018095257961
17.178,17178.0,0.1161320420209232
17.227999999999998,17227.999999999996,0.0970999792541039
17.278,17278.0,0.0818147642054715
17.328,17328.0,0.0727250482157476
17.378,17378.0,0.0673896238663109
17.428,17428.0,0.0637301697680816
17.477999999999998,17477.999999999996,0.0609492863089927
17.528,17528.0,0.0593546917932169
17.578,17578.0,0.058242024359395
17.628,17628.0,0.0595725557508972
17.678,17678.0,0.0624713146717138
17.727999999999998,17727.999999999996,0.0679222350223908
17.778,17778.0,0.0748117809625601
17.828,17828.0,0.0820025711744023
17.878,17878.0,0.0870276544922426
17.928,17928.0,0.0885727727434032
17.977999999999998,17977.999999999996,0.0844146636040128
18.028,18028.0,0.0752783769385425
18.078,18078.0,0.0621805861056818
18.128,18128.0,0.047445628956
18.178,18178.0,0.0342917346900347
18.228,18228.0,0.024500359023569
18.278,18278.0,0.0187584566701578
18.328,18328.0,0.0171019666143822
18.378,18378.0,0.0182854603166176
18.428,18428.0,0.0211780221476164
18.478,18478.0,0.0244075988433716
18.528,18528.0,0.0270710292151719
18.578,18578.0,0.0283506317645151
18.628,18628.0,0.0281134883483394
18.678,18678.0,0.0262128128990018
18.728,18728.0,0.023209777038022
18.778,18778.0,0.0194025544794388
18.828,18828.0,0.0157388821434269
18.878,18878.0,0.0127596593206128
18.928,18928.0,0.0106372544274877
18.978,18978.0,0.0092278892816903
19.028,19028.0,0.008285088581187
19.078,19078.0,0.0073869633940237
19.128,19128.0,0.0062635456176493
19.178,19178.0,0.0051208945748474
19.228,19228.0,0.0039895284956462
19.278,19278.0,0.003072523544147
19.328,19328.0,0.0024386902906729
19.378,19378.0,0.0020351725123551
19.428,19428.0,0.0017213431187399
19.478,19478.0,0.0014113151844338
19.528,19528.0,0.0010529032708434
19.578,19578.0,0.0006863732265567
19.628,19628.0,0.0003459241352011
19.678,19678.0,9.354594826278564e-05
19.728,19728.0,-6.130899909008385e-05
19.778,19778.0,-0.0001272003061002
19.828,19828.0,-0.0001324291183388
19.878,19878.0,-0.0001078292309823
19.928,19928.0,-7.424481131806293e-05
19.978,19978.0,-4.502845128955791e-05
20.028,20028.0,-2.4699374928389864e-05
20.078,20078.0,-1.233236596483591e-05
20.128,20128.0,-5.629062180802986e-06
20.178,20178.0,-2.342764625772048e-06
