epsilon_meV,eDcp_epsilon,eDcp_epsilon_prime
-5.078091153054169,1.320314861818001e-14,6.431380210653353e-13
-5.0436634164232945,1.4435998904362253e-14,7.02729879819296e-13
-5.009235679792418,1.578396719579325e-14,7.678162228558034e-13
-4.974807943161542,1.7257802603284203e-14,8.388996580268958e-13
-4.9403802065306675,1.8869257978993386e-14,9.165281914858523e-13
-4.905952469899791,2.063118356410548e-14,1.0012992461152375e-12
-4.871524733268915,2.2557629397485438e-14,1.093864024140944e-12
-4.83709699663804,2.466395745993554e-14,1.194932241828482e-12
-4.802669260007164,2.6966964143338934e-14,1.3052772661959378e-12
-4.768241523376288,2.948501414961235e-14,1.4257416858473498e-12
-4.733813786745413,3.2238186972252286e-14,1.5572433503139375e-12
-4.699386050114537,3.524843695246042e-14,1.7007819147029567e-12
-4.664958313483661,3.8539768292067435e-14,1.8574459289880506e-12
-4.6305305768527845,4.213842652686586e-14,2.0284205139472993e-12
-4.59610284022191,4.6073107786502005e-14,2.214995668532528e-12
-4.5616751035910355,5.037518754661944e-14,2.418575256374708e-12
-4.527247366960157,5.5078970847262146e-14,2.6406867221565277e-12
-4.492819630329283,6.022196576514335e-14,2.8829915917283774e-12
-4.458391893698408,6.584518240413548e-14,3.1472968130930355e-12
-4.42396415706753,7.199345995955087e-14,3.4355669987246648e-12
-4.389536420436656,7.871582413847465e-14,3.749937633113256e-12
-4.355108683805778,8.60658780330507e-14,4.092729312911901e-12
-4.320680947174903,9.41022294470582e-14,4.466463090585144e-12
-4.286253210544029,1.0288895807484305e-13,4.8738769960161396e-12
-4.251825473913151,1.124961263529694e-13,5.317943814041074e-12
-4.217397737282276,1.2300033798098339e-13,5.8018901993814815e-12
-4.182970000651402,1.3448534848307168e-13,6.3292172138204775e-12
-4.148542264020524,1.4704273286832534e-13,6.903722373727521e-12
